idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
1892,179.5284271247462,28.75277674076148,-6.5327966330913085,-20,0.8656552074302286,0.9818930940530969,0,-0.05141180218146268,0.04532560067007592,0,0,70,nan,nan,nan
1893,179.6284271247462,28.839084807540946,-6.434381144852395,-20,0.8605021845160483,0.9864121738620953,0,-0.051648420646944936,0.04505578902122643,0,0,70,nan,nan,nan
1894,179.7284271247462,28.924876391293903,-6.335515099752644,-20,0.8553255704998007,0.990904210683064,0,-0.05188362314488511,0.04478474214516121,0,0,70,nan,nan,nan
1895,179.82842712474618,29.010149140000777,-6.236201208254585,-20,0.850125507300972,0.995369081364546,0,-0.05211740322708798,0.044512467472767166,0,0,70,nan,nan,nan
1896,179.92842712474618,29.094900715866068,-6.136442193098748,-20,0.8449021374819233,0.9998066634998554,0,-0.052349754484354465,0.04423897246859206,0,0,70,nan,nan,nan
1897,180.0284271247462,29.179128795382496,-6.036240789228938,-20,0.8396556042439769,1.004216835430435,0,-0.052580670546657424,0.04396426463063961,0,0,70,nan,nan,nan
1898,180.1284271247462,29.262831069394736,-5.9355997437172405,-20,0.8343860514234912,1.0085994762491954,0,-0.05281014508331642,0.043688351490163924,0,0,70,nan,nan,nan
1899,180.2284271247462,29.34600524316265,-5.834521815688756,-20,0.8290936234879184,1.0129544658038234,0,-0.05303817180317108,0.043411240611463106,0,0,70,nan,nan,nan
1900,180.32842712474618,29.428649036424265,-5.733009776245947,-20,0.8237784655318444,1.0172816847000814,0,-0.05326474445475374,0.043132939591671915,0,0,70,nan,nan,nan
1901,180.42842712474618,29.510760183458245,-5.631066408392627,-20,0.8184407232730079,1.0215810143050779,0,-0.0534898568264607,0.042853456060553304,0,0,70,nan,nan,nan
1902,180.5284271247462,29.592336433146006,-5.528694506957747,-20,0.8130805430483105,1.025852336750519,0,-0.053713502746722555,0.042572797680289536,0,0,70,nan,nan,nan
1903,180.6284271247462,29.673375549033437,-5.42589687851871,-20,0.8076980718098017,1.0300955349359417,0,-0.053935676084173385,0.0422909721452719,0,0,70,nan,nan,nan
1904,180.7284271247462,29.753875309392257,-5.322676341324412,-20,0.8022934571206484,1.0343104925319253,0,-0.05415637074781895,0.04200798718188978,0,0,70,nan,nan,nan
1905,180.82842712474618,29.833833507280872,-5.219035725218022,-20,0.7968668471510925,1.0384970939832778,0,-0.05437558068720357,0.04172385054831888,0,0,70,nan,nan,nan
1906,180.92842712474618,29.91324795060491,-5.114977871559368,-20,0.7914183906743867,1.0426552245122065,0,-0.054593299892576067,0.0414385700343085,0,0,70,nan,nan,nan
1907,181.0284271247462,29.99211646217726,-5.010505633147103,-20,0.7859482370627191,1.0467847701214608,0,-0.05480952239505436,0.04115215346096812,0,0,70,nan,nan,nan
1908,181.1284271247462,30.070436879777855,-4.9056218741404045,-20,0.7804565362831136,1.0508856175974626,0,-0.055024242266789355,0.040864608680552764,0,0,70,nan,nan,nan
1909,181.2284271247462,30.148207056212897,-4.800329469980486,-20,0.7749434388933202,1.0549576545134078,0,-0.05523745362112735,0.040575943576247754,0,0,70,nan,nan,nan
1910,181.32842712474618,30.225424859373682,-4.694631307311834,-20,0.7694090960376906,1.0590007692323455,0,-0.05544915061277128,0.04028616606195287,0,0,70,nan,nan,nan
1911,181.42842712474618,30.30208817229516,-4.588530283902932,-20,0.7638536594430279,1.063014850910245,0,-0.055659327437941254,0.03999528408206493,0,0,70,nan,nan,nan
1912,181.5284271247462,30.378194893213855,-4.482029308566972,-20,0.7582772814144345,1.0669997894990282,0,-0.05586797833453337,0.03970330561126046,0,0,70,nan,nan,nan
1913,181.6284271247462,30.453742935625595,-4.375131301081954,-20,0.7526801148311292,1.0709554757495916,0,-0.05607509758227798,0.03941023865427662,0,0,70,nan,nan,nan
1914,181.7284271247462,30.528730228342592,-4.267839192110806,-20,0.7470623131422639,1.0748818012147967,0,-0.05628067950289617,0.03911609124569223,0,0,70,nan,nan,nan
1915,181.82842712474618,30.603154715550378,-4.16015592312084,-20,0.7414240303627071,1.0787786582524495,0,-0.05648471846025582,0.03882087144970694,0,0,70,nan,nan,nan
1916,181.92842712474618,30.677014356864053,-4.052084446303256,-20,0.7357654210688285,1.0826459400282464,0,-0.05668720886052592,0.038524587359920544,0,0,70,nan,nan,nan
1917,182.0284271247462,30.750307127384186,-3.9436277244922504,-20,0.7300866403942636,1.0864835405187014,0,-0.05688814515232968,0.0382272470991112,0,0,70,nan,nan,nan
1918,182.1284271247462,30.8230310177525,-3.834788731083586,-20,0.7243878440256508,1.0902913545140607,0,-0.057087521826897296,0.03792885881901223,0,0,70,nan,nan,nan
1919,182.2284271247462,30.895184034206764,-3.7255704499532865,-20,0.7186691881983732,1.0940692776211784,0,-0.057285333418216434,0.037629430700089166,0,0,70,nan,nan,nan
1920,182.32842712474618,30.96676419863559,-3.6159758753756943,-20,0.7129308296922688,1.0978172062663842,0,-0.05748157450318239,0.037328970951315134,0,0,70,nan,nan,nan
1921,182.42842712474618,31.03776954863265,-3.506008011941381,-20,0.7071729258273322,1.101535037698323,0,-0.0576762397017468,0.03702748780994577,0,0,70,nan,nan,nan
1922,182.5284271247462,31.10819813755038,-3.3956698744749083,-20,0.7013956344594079,1.1052226699907672,0,-0.05786932367706484,0.0367249895412938,0,0,70,nan,nan,nan
1923,182.6284271247462,31.17804803455344,-3.2849644879520525,-20,0.6955991139758576,1.1088800020454141,0,-0.058060821135641795,0.03642148443850206,0,0,70,nan,nan,nan
1924,182.7284271247462,31.247317324671606,-3.1738948874169264,-20,0.6897835232912192,1.1125069335946576,0,-0.05825072682747807,0.036116980822316305,0,0,70,nan,nan,nan
1925,182.82842712474618,31.316004108852308,-3.062464117898717,-20,0.6839490218428481,1.1161033652043377,0,-0.058439035546213214,0.03581148704085694,0,0,70,nan,nan,nan
1926,182.92842712474618,31.384106504012664,-2.9506752343282567,-20,0.6780957695865487,1.119669198276465,0,-0.0586257421292686,0.03550501146939031,0,0,70,nan,nan,nan
1927,183.0284271247462,31.45162264309111,-2.838531301454262,-20,0.6722239269921886,1.1232043350519247,0,-0.05881084145798893,0.03519756251009902,0,0,70,nan,nan,nan
1928,183.1284271247462,31.518550675098595,-2.7260353937592807,-20,0.6663336550392974,1.126708678613157,0,-0.05899432845778263,0.034889148591851535,0,0,70,nan,nan,nan
1929,183.2284271247462,31.5848887651693,-2.6131905953754675,-20,0.6604251152126572,1.1301821328868122,0,-0.05917619809826088,0.034579778169971286,0,0,70,nan,nan,nan
1930,183.32842712474618,31.65063509461097,-2.499999999999991,-20,0.6544984694978732,1.1336246026463863,0,-0.0593564453933756,0.03426945972600469,0,0,70,nan,nan,nan
1931,183.42842712474618,31.715787860954784,-2.386466710810188,-20,0.6485538803769303,1.1370359935148326,0,-0.05953506540155616,0.03395820176748863,0,0,70,nan,nan,nan
1932,183.5284271247462,31.78034527800473,-2.272593840378528,-20,0.6425915108237421,1.1404162119671466,0,-0.0597120532258448,0.03364601282771724,0,0,70,nan,nan,nan
1933,183.6284271247462,31.844305575886633,-2.158384510587256,-20,0.6366115242996809,1.1437651653329333,0,-0.059887404014030976,0.033332901465507964,0,0,70,nan,nan,nan
1934,183.7284271247462,31.90766700109659,-2.043841852542883,-20,0.6306140847491001,1.147082761798943,0,-0.06006111295878417,0.03301887626496707,0,0,70,nan,nan,nan
1935,183.82842712474618,31.97042781654913,-1.9289690064902185,-20,0.6245993565948335,1.150368910411593,0,-0.060233175297785935,0.032703945835254,0,0,70,nan,nan,nan
1936,183.92842712474618,32.032586301624804,-1.8137691217263452,-20,0.6185675047336905,1.15362352107946,0,-0.060403586313860363,0.03238811881034553,0,0,70,nan,nan,nan
1937,184.0284271247462,32.094140752217335,-1.698245356514338,-20,0.6125186945319392,1.1568465045757474,0,-0.06057234133510332,0.03207140384879918,0,0,70,nan,nan,nan
1938,184.1284271247462,32.155089480780376,-1.582400877996534,-20,0.6064530918207647,1.1600377725407354,0,-0.06073943573501069,0.03175380963351551,0,0,70,nan,nan,nan
1939,184.2284271247462,32.215430816373726,-1.466238862107872,-20,0.6003708628917314,1.1631972374842,0,-0.060904864932605066,0.031435344871500466,0,0,70,nan,nan,nan
1940,184.32842712474618,32.27516310470919,-1.349762493488674,-20,0.5942721744922165,1.1663248127878134,0,-0.06106862439256143,0.031116018293626316,0,0,70,nan,nan,nan
1941,184.42842712474618,32.33428470819594,-1.232974965397407,-20,0.5881571938208425,1.1694204127075205,0,-0.0612307096253315,0.030795838654392452,0,0,70,nan,nan,nan
1942,184.5284271247462,32.39279400598531,-1.1158794796232065,-20,0.5820260885228966,1.1724839523758837,0,-0.06139111618726668,0.03047481473168558,0,0,70,nan,nan,nan
1943,184.6284271247462,32.4506893940154,-0.9984792463978653,-20,0.5758790266857223,1.1755153478044176,0,-0.06154983968074014,0.030152955326538427,0,0,70,nan,nan,nan
1944,184.7284271247462,32.50796928505484,-0.880777484308183,-20,0.5697161768341303,1.1785145158858832,0,-0.061706875754267046,0.029830269262889453,0,0,70,nan,nan,nan
1945,184.82842712474618,32.56463210874651,-0.7627774202073798,-20,0.5635377079257602,1.1814813743965733,0,-0.06186222010262411,0.02950676538733998,0,0,70,nan,nan,nan
1946,184.92842712474618,32.62067631165049,-0.644482289126806,-20,0.5573437893464573,1.184415841998564,0,-0.06201586846696763,0.029182452568912123,0,0,70,nan,nan,nan
1947,185.0284271247462,32.67610035728663,-0.5258953341872719,-20,0.5511345909056302,1.1873178382419423,0,-0.06216781663495001,0.02885733969880573,0,0,70,nan,nan,nan
1948,185.1284271247462,32.73090272617671,-0.4070198065100339,-20,0.5449102828315898,1.190187283567016,0,-0.06231806044083549,0.02853143569015432,0,0,70,nan,nan,nan
1949,185.2284271247462,32.78508191588614,-0.28785896512771103,-20,0.5386710357668851,1.193024099306492,0,-0.06246659576561426,0.02820474947778085,0,0,70,nan,nan,nan
1950,185.32842712474618,32.83863644106502,-0.16841607689500293,-20,0.5324170207636281,1.1958282076876336,0,-0.06261341853711531,0.027877290017952975,0,0,70,nan,nan,nan
1951,185.42842712474618,32.891564833489035,-0.048694416398989304,-20,0.5261484092787972,1.1985995318343934,0,-0.06275852473011827,0.027549066288137088,0,0,70,nan,nan,nan
1952,185.5284271247462,32.94386564209953,0.07130273413049082,-20,0.5198653731695452,1.2013379957695192,0,-0.06290191036646346,0.02722008728675266,0,0,70,nan,nan,nan
1953,185.6284271247462,32.99553743304344,0.19157208491096256,-20,0.5135680846884795,1.2040435244166394,0,-0.0630435715151613,0.026890362032925132,0,0,70,nan,nan,nan
1954,185.7284271247462,33.04657878971251,0.3121103386974191,-20,0.507256716478945,1.2067160436023194,0,-0.06318350429249979,0.0265598995662389,0,0,70,nan,nan,nan
1955,185.82842712474618,33.09698831278216,0.4329141908727401,-20,0.5009314415702893,1.209355480058096,0,-0.06332170486215119,0.02622870894648943,0,0,70,nan,nan,nan
1956,185.92842712474618,33.146764620249876,0.5539803295383408,-20,0.4945924333731171,1.2119617614224858,0,-0.06345816943527711,0.025896799253434733,0,0,70,nan,nan,nan
1957,186.0284271247462,33.195906347473,0.6753054356047876,-20,0.4882398656745446,1.2145348162429672,0,-0.06359289427063226,0.025564179586546946,0,0,70,nan,nan,nan
1958,186.1284271247462,33.24441214720629,0.7968861828830534,-20,0.481873912633422,1.2170745739779436,0,-0.06372587567466725,0.025230859064762138,0,0,70,nan,nan,nan
1959,186.2284271247462,33.29228068963872,0.9187192381755374,-20,0.4754947487755675,1.2195809649986735,0,-0.06385711000162972,0.02489684682623079,0,0,70,nan,nan,nan
1960,186.32842712474618,33.33951066243004,1.0408012613674806,-20,0.46910254898898107,1.2220539205911807,0,-0.0639865936536643,0.02456215202806715,0,0,70,nan,nan,nan
1961,186.42842712474618,33.38610077074668,1.1631289055185725,-20,0.46269748851904746,1.2244933729581398,0,-0.0641143230809113,0.02422678384609812,0,0,70,nan,nan,nan
1962,186.5284271247462,33.43204973729729,1.2856988169546124,-20,0.4562797429637372,1.22689925522073,0,-0.0642402947816039,0.023890751474611935,0,0,70,nan,nan,nan
1963,186.6284271247462,33.47735630236773,1.408507635359605,-20,0.4498494882687844,1.229271501420475,0,-0.06436450530216431,0.02355406412610568,0,0,70,nan,nan,nan
1964,186.7284271247462,33.52201922385564,1.5315519938677138,-20,0.44340690072287203,1.2316100465210458,0,-0.06448695123729835,0.023216731031033222,0,0,70,nan,nan,nan
